City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
348,hasaki,35.7333,140.8333,9.56,50,70,5.58,JP,2023-04-22
349,auki,-8.7676,160.7034,25.45,88,62,1.12,SB,2023-04-22
350,guerrero negro,27.9769,-114.0611,21.3,46,0,5.12,MX,2023-04-22
351,la ronge,55.1001,-105.2842,7.14,23,0,2.57,CA,2023-04-22
352,setermoen,68.861,18.3486,-1.43,87,100,0.45,NO,2023-04-22
353,takoradi,4.8845,-1.7554,29.17,72,74,5.94,GH,2023-04-22
354,pajapita,14.7167,-92.0333,34.93,43,82,3.07,GT,2023-04-22
355,grand-santi,4.25,-54.3833,25.21,94,100,0.67,GF,2023-04-22
356,kavaratti,10.5669,72.642,28.92,71,86,5.22,IN,2023-04-22
357,nyzhni sirohozy,46.8484,34.3804,8.76,78,99,2.14,UA,2023-04-22
358,rocha,-34.4833,-54.3333,23.77,39,99,3.75,UY,2023-04-22
359,riverton,40.5219,-111.9391,7.86,61,95,3.13,US,2023-04-22
360,tarakan,3.3,117.6333,27.73,76,96,2.18,ID,2023-04-22
361,laguna,38.421,-121.4238,23.38,49,0,5.14,US,2023-04-22
362,khuzdar,27.7384,66.6434,23.14,9,0,2.72,PK,2023-04-22
363,beloha,-25.1667,45.05,20.74,87,8,2.09,MG,2023-04-22
364,roseburg,43.2165,-123.3417,15.1,77,100,2.06,US,2023-04-22
365,parati,-23.2178,-44.7131,25.6,64,13,2.05,BR,2023-04-22
366,abu zabad,12.35,29.25,35.21,8,1,3.09,SD,2023-04-22
367,thanatpin,17.2119,96.3033,29.1,68,8,4.38,MM,2023-04-22
368,srikakulam,18.3,83.9,28.48,78,32,4.32,IN,2023-04-22
369,inongo,-1.95,18.2667,23.66,86,100,2.65,CD,2023-04-22
370,lavrentiya,65.5833,-171.0,-9.05,90,41,2.32,RU,2023-04-22
371,sartell,45.6216,-94.2069,0.16,73,100,6.69,US,2023-04-22
372,pangkalanbuun,-2.6833,111.6167,24.4,98,100,0.98,ID,2023-04-22
373,umm lajj,25.0213,37.2685,25.61,64,13,2.98,SA,2023-04-22
374,raudeberg,61.9875,5.1352,13.37,75,3,13.89,NO,2023-04-22
375,qui nhon,13.7667,109.2333,26.03,94,98,4.17,VN,2023-04-22
376,villazon,-22.0866,-65.5942,17.51,29,0,6.5,BO,2023-04-22
377,acajutla,13.5928,-89.8275,30.62,62,7,3.61,SV,2023-04-22
378,novyy urgal,51.0736,132.5642,-1.23,95,100,0.73,RU,2023-04-22
379,hokitika,-42.7167,170.9667,14.01,87,81,0.16,NZ,2023-04-22
380,filingue,14.3521,3.3168,40.77,7,5,2.18,NE,2023-04-22
381,dingle,10.9995,122.6711,25.86,85,16,2.65,PH,2023-04-22
382,temple,31.0982,-97.3428,22.35,57,0,5.66,US,2023-04-22
383,gyanpur,25.35,82.4667,26.97,34,50,3.0,IN,2023-04-22
384,markala,13.7021,-6.0659,39.01,8,64,5.2,ML,2023-04-22
385,lewiston,44.1003,-70.2148,14.62,60,100,4.63,US,2023-04-22
386,isangel,-19.55,169.2667,25.47,83,21,3.68,VU,2023-04-22
387,taguatinga,-12.3857,-46.5711,32.72,36,7,4.04,BR,2023-04-22
388,yagodnoye,62.55,149.6667,-5.93,96,96,1.95,RU,2023-04-22
389,porgera,-5.4667,143.2,6.85,99,99,0.44,PG,2023-04-22
390,kloulklubed,7.0419,134.2556,27.91,77,96,4.4,PW,2023-04-22
391,nome,64.5011,-165.4064,-8.96,79,0,1.54,US,2023-04-22
392,envira,-7.3,-70.2167,30.69,58,93,0.23,BR,2023-04-22
393,port macquarie,-31.4333,152.9167,16.05,83,72,2.35,AU,2023-04-22
394,ca mau,9.1769,105.15,27.4,81,86,1.67,VN,2023-04-22
395,girvan,55.2426,-4.8555,10.0,90,100,4.17,GB,2023-04-22
396,nara,34.6851,135.8049,10.28,41,27,1.04,JP,2023-04-22
397,ejido,8.5514,-71.2375,25.65,74,100,3.36,VE,2023-04-22
398,harper,4.375,-7.7169,29.45,71,29,5.25,LR,2023-04-22
399,leshukonskoye,64.8989,45.7622,-0.25,98,100,3.63,RU,2023-04-22
400,dublin,37.7021,-121.9358,23.09,63,0,2.06,US,2023-04-22
401,vao,-22.6667,167.4833,25.41,78,5,3.83,NC,2023-04-22
402,glendive,47.1053,-104.7125,3.75,55,75,5.14,US,2023-04-22
403,bulungu,-4.55,18.6,23.51,87,100,1.76,CD,2023-04-22
404,dunedin,-45.8742,170.5036,11.56,10,22,2.71,NZ,2023-04-22
405,bubaque,11.2833,-15.8333,26.22,69,45,10.79,GW,2023-04-22
406,mahuva,21.0914,71.7622,28.42,56,3,6.79,IN,2023-04-22
407,esperance,-33.8667,121.9,17.75,43,45,6.74,AU,2023-04-22
408,tuatapere,-46.1333,167.6833,10.52,93,64,2.13,NZ,2023-04-22
409,cap malheureux,-19.9842,57.6142,25.26,83,14,0.45,MU,2023-04-22
410,touros,-5.1989,-35.4608,29.46,61,16,7.89,BR,2023-04-22
411,kristiansund,63.1115,7.732,7.03,60,100,11.83,NO,2023-04-22
412,ukiah,39.1502,-123.2078,21.35,55,0,2.57,US,2023-04-22
413,astoria,46.1879,-123.8313,13.17,93,100,2.68,US,2023-04-22
414,zhukovka,53.534,33.728,13.15,58,74,1.41,RU,2023-04-22
415,vacaville,38.3566,-121.9877,24.11,62,0,5.66,US,2023-04-22
416,kulachi,31.9286,70.4592,26.62,27,9,3.6,PK,2023-04-22
417,seymchan,62.8833,152.4333,-12.63,97,32,1.14,RU,2023-04-22
418,tiarei,-17.5333,-149.3333,26.01,82,100,6.23,PF,2023-04-22
419,gat,31.61,34.7642,20.22,100,4,4.21,IL,2023-04-22
420,vasai,19.47,72.8,28.05,68,0,3.4,IN,2023-04-22
421,sungaipenuh,-2.0833,101.3833,19.18,96,100,0.46,ID,2023-04-22
422,hamilton,39.1834,-84.5333,15.6,49,20,9.77,US,2023-04-22
423,kodinsk,58.6881,99.1844,-8.72,96,5,0.94,RU,2023-04-22
424,horsham,51.064,-0.3272,14.45,51,20,5.14,GB,2023-04-22
425,hervey bay,-25.2986,152.8535,22.1,70,35,8.83,AU,2023-04-22
426,curup,-3.4667,102.5333,20.57,98,97,1.18,ID,2023-04-22
427,ostrovnoy,68.0531,39.5131,-6.39,75,64,5.43,RU,2023-04-22
428,lumeje,-11.55,20.7833,21.9,79,71,1.31,AO,2023-04-22
429,billericay,51.6287,0.4196,14.17,54,89,1.34,GB,2023-04-22
430,kwinana,-32.25,115.7667,18.23,41,3,3.56,AU,2023-04-22
431,bizhbulyak,53.6967,54.2642,7.08,91,100,2.46,RU,2023-04-22
432,taywarah,33.35,64.4167,10.9,18,0,1.94,AF,2023-04-22
433,ouallam,14.3188,2.0866,40.77,7,17,4.09,NE,2023-04-22
434,iranshahr,27.2025,60.6848,32.19,15,0,5.14,IR,2023-04-22
435,west wendover,40.7391,-114.0733,8.56,49,20,3.09,US,2023-04-22
436,hofn,64.2539,-15.2082,2.48,59,23,6.78,IS,2023-04-22
437,sangre grande,10.5835,-61.1177,31.07,94,94,3.92,TT,2023-04-22
438,les cayes,18.2,-73.75,30.12,51,7,3.81,HT,2023-04-22
439,salym,60.0625,71.4789,1.2,99,98,1.03,RU,2023-04-22
440,awbari,26.5921,12.7805,32.25,10,13,7.19,LY,2023-04-22
441,athabasca,54.7169,-113.2854,3.34,45,85,5.33,CA,2023-04-22
442,manacapuru,-3.2997,-60.6206,25.09,90,100,2.3,BR,2023-04-22
443,adilcevaz,38.8039,42.7342,9.77,58,55,3.0,TR,2023-04-22
444,port-gentil,-0.7193,8.7815,27.98,83,40,5.14,GA,2023-04-22
445,poum,-20.2333,164.0167,26.32,79,71,3.06,NC,2023-04-22
446,maseru,-29.3167,27.4833,13.26,25,93,2.41,LS,2023-04-22
447,dubbo,-32.25,148.6167,13.07,88,0,4.12,AU,2023-04-22
448,kaputa,-8.4689,29.6619,21.98,85,100,0.92,ZM,2023-04-22
449,labuhan,-6.8844,112.2051,26.63,88,100,3.87,ID,2023-04-22
450,saint anthony,45.0205,-93.218,2.03,71,100,7.72,US,2023-04-22
451,golden,39.7555,-105.2211,2.28,85,100,1.54,US,2023-04-22
452,tazovskiy,67.4667,78.7,-0.46,98,100,2.83,RU,2023-04-22
453,paamiut,61.994,-49.6678,1.23,86,53,2.18,GL,2023-04-22
454,balakovo,52.0278,47.8007,9.86,82,99,4.65,RU,2023-04-22
455,canguaretama,-6.38,-35.1289,29.7,55,57,7.25,BR,2023-04-22
456,klaksvik,62.2266,-6.589,5.51,75,100,14.32,FO,2023-04-22
457,tsabong,-26.0217,22.401,24.43,18,88,3.97,BW,2023-04-22
458,mandalgovi,45.7625,106.2708,1.61,31,96,4.74,MN,2023-04-22
459,raiganj,25.6167,88.1167,30.57,27,65,0.9,IN,2023-04-22
460,taoudenni,22.6783,-3.9836,35.01,6,81,5.2,ML,2023-04-22
461,pochutla,15.7432,-96.4661,31.57,49,72,2.98,MX,2023-04-22
462,khandyga,62.6667,135.6,-8.96,99,84,1.38,RU,2023-04-22
463,kargasok,59.0556,80.8572,1.39,78,100,5.01,RU,2023-04-22
464,prieska,-29.6641,22.7474,18.69,10,78,3.17,ZA,2023-04-22
465,taboga,46.2663,13.1092,18.49,66,71,1.53,IT,2023-04-22
466,yumen,40.2833,97.2,3.4,81,83,4.75,CN,2023-04-22
467,vanavara,60.34,102.2797,-16.37,100,30,1.21,RU,2023-04-22
468,guaruja,-23.9931,-46.2564,24.92,65,40,3.09,BR,2023-04-22
469,khani,41.9563,42.9566,7.76,92,60,0.44,GE,2023-04-22
470,saint-joseph,-21.3667,55.6167,25.21,81,48,1.53,RE,2023-04-22
471,herrin,37.8031,-89.0276,12.12,53,40,7.2,US,2023-04-22
472,oistins,13.0667,-59.5333,29.05,70,40,5.14,BB,2023-04-22
473,sakaiminato,35.55,133.2333,10.99,50,75,7.2,JP,2023-04-22
474,lucapa,-8.4192,20.7447,21.93,83,78,0.82,AO,2023-04-22
475,codrington,-38.2667,141.9667,14.24,87,76,1.16,AU,2023-04-22
476,mount gambier,-37.8333,140.7667,13.0,92,73,0.93,AU,2023-04-22
477,teya,60.3778,92.6267,-8.18,97,74,1.5,RU,2023-04-22
478,ixtapa,20.7,-105.2,24.57,69,75,4.63,MX,2023-04-22
479,arlit,18.7369,7.3853,35.93,3,0,6.16,NE,2023-04-22
480,ballina,-28.8667,153.5667,15.43,63,95,7.17,AU,2023-04-22
481,merrill,45.1805,-89.6835,4.43,66,100,4.12,US,2023-04-22
482,portland,45.5234,-122.6762,14.63,93,100,0.89,US,2023-04-22
483,port hedland,-20.3167,118.5667,24.03,60,100,3.09,AU,2023-04-22
484,kamaishi,39.2667,141.8833,4.75,69,14,4.22,JP,2023-04-22
485,djambala,-2.5447,14.7533,21.38,90,99,0.6,CG,2023-04-22
486,fare,-16.7,-151.0167,27.69,78,100,6.09,PF,2023-04-22
487,olpad,21.3333,72.75,27.99,70,0,5.57,IN,2023-04-22
488,nuevo progreso,23.1667,-97.95,27.48,67,75,3.58,MX,2023-04-22
489,shizunai,42.3339,142.3669,3.25,76,3,2.06,JP,2023-04-22
490,cilegon,-6.0174,106.0538,26.64,84,55,1.93,ID,2023-04-22
491,wanning,18.8003,110.3967,26.21,90,9,3.46,CN,2023-04-22
492,zhigansk,66.7697,123.3711,-9.97,96,87,2.41,RU,2023-04-22
493,haines junction,60.7522,-137.5108,0.97,55,53,0.51,CA,2023-04-22
494,kattivakkam,13.2167,80.3167,31.05,90,100,6.4,IN,2023-04-22
495,chicama,-7.8447,-79.1469,25.3,61,92,4.24,PE,2023-04-22
496,staryy nadym,65.6118,72.6842,-0.07,99,100,2.37,RU,2023-04-22
497,jaumave,23.4167,-99.3833,29.59,34,99,2.32,MX,2023-04-22
498,pinawa,50.1489,-95.8811,1.79,46,98,3.43,CA,2023-04-22
499,necochea,-38.5473,-58.7368,15.74,62,18,4.74,AR,2023-04-22
500,altay,47.8667,88.1167,2.98,56,100,2.36,CN,2023-04-22
501,uglekamensk,43.2172,133.2303,0.72,42,1,1.44,RU,2023-04-22
502,bitung,1.4451,125.1824,24.47,80,100,1.11,ID,2023-04-22
503,gyongyossolymos,47.8172,19.9362,13.99,65,91,1.35,HU,2023-04-22
504,kingaroy,-26.5333,151.8333,12.57,88,0,3.79,AU,2023-04-22
505,zhezkazgan,47.8043,67.7144,9.99,25,40,4.0,KZ,2023-04-22
506,abha,18.2164,42.5053,18.9,68,20,3.6,SA,2023-04-22
507,neiafu,-18.65,-173.9833,18.38,94,20,0.0,TO,2023-04-22
508,neryungri,56.6709,124.6491,-10.66,93,100,2.13,RU,2023-04-22
509,te anau,-45.4167,167.7167,10.53,90,90,2.27,NZ,2023-04-22
510,ivybridge,50.3904,-3.9191,11.06,95,100,3.9,GB,2023-04-22
511,magangue,9.242,-74.7547,29.19,66,100,2.36,CO,2023-04-22
512,guarapari,-20.6667,-40.4975,24.38,87,100,1.87,BR,2023-04-22
513,prince rupert,54.3161,-130.3201,9.05,73,100,14.4,CA,2023-04-22
514,nizwa,22.9333,57.5333,29.43,39,97,4.41,OM,2023-04-22
515,sao joao da barra,-21.6403,-41.0511,24.05,66,75,3.27,BR,2023-04-22
516,peniche,39.3558,-9.3811,19.49,78,12,4.67,PT,2023-04-22
517,kalmunai,7.4167,81.8167,26.45,83,96,2.58,LK,2023-04-22
518,buchanan,5.8808,-10.0467,29.32,70,37,4.89,LR,2023-04-22
519,yerofey pavlovich,53.9667,121.9667,-5.88,82,100,1.96,RU,2023-04-22
520,staraya toropa,56.2801,31.6702,11.54,59,100,0.57,RU,2023-04-22
521,razole,16.4833,81.8333,27.52,73,100,1.43,IN,2023-04-22
522,middelburg,-25.7751,29.4648,19.4,34,26,3.99,ZA,2023-04-22
523,acapulco,16.8634,-99.8901,29.9,66,75,4.12,MX,2023-04-22
524,goya,-29.14,-59.2626,26.78,34,88,0.6,AR,2023-04-22
525,berlevag,70.8578,29.0864,-3.0,74,100,9.77,NO,2023-04-22
526,korla,41.7597,86.1469,14.17,33,94,4.15,CN,2023-04-22
527,riyadh,24.6877,46.7219,30.08,58,80,6.0,SA,2023-04-22
528,college,64.8569,-147.8028,-4.03,59,75,10.29,US,2023-04-22
529,inta,66.0317,60.1659,-0.36,90,100,4.14,RU,2023-04-22
530,sumbe,-11.2061,13.8437,26.65,81,54,4.0,AO,2023-04-22
531,sinnamary,5.3833,-52.95,26.19,86,99,3.65,GF,2023-04-22
532,kushmurun,52.4503,64.6311,11.82,50,100,7.25,KZ,2023-04-22
533,merauke,-8.4667,140.3333,25.82,88,94,3.84,ID,2023-04-22
534,nizhniy tsasuchey,50.5167,115.1333,-2.13,22,77,1.37,RU,2023-04-22
535,dzhebariki-khaya,62.2167,135.8,-2.55,97,100,2.04,RU,2023-04-22
536,qalyub,30.1792,31.2056,24.44,41,87,8.69,EG,2023-04-22
537,geraldton,-28.7667,114.6,16.23,51,0,2.06,AU,2023-04-22
538,comodoro rivadavia,-45.8667,-67.5,18.92,26,0,8.23,AR,2023-04-22
539,qaqortoq,60.7167,-46.0333,3.41,67,31,1.2,GL,2023-04-22
540,smirnykh,49.75,142.8333,-1.54,79,34,3.5,RU,2023-04-22
541,sioux lookout,50.1001,-91.917,-1.96,54,100,5.66,CA,2023-04-22
542,muzaffarabad,34.37,73.4711,13.62,66,10,2.97,PK,2023-04-22
543,cayenne,4.9333,-52.3333,24.02,94,75,2.06,GF,2023-04-22
544,kautokeino,69.0125,23.0412,-5.44,73,66,7.01,NO,2023-04-22
545,kirovskiy,45.0917,133.5136,2.15,42,33,4.61,RU,2023-04-22
546,mutis,6.2262,-77.4044,27.73,74,23,1.94,CO,2023-04-22
547,farcasu,44.6,23.75,14.19,72,80,2.4,RO,2023-04-22
548,soyo,-6.1349,12.3689,26.83,80,93,2.95,AO,2023-04-22
549,rockwall,32.9001,-96.4003,23.86,48,0,0.45,US,2023-04-22
550,westport,41.1415,-73.3579,20.05,77,100,10.8,US,2023-04-22
551,baruun-urt,46.6806,113.2792,-0.84,23,36,3.0,MN,2023-04-22
552,buluang,13.3068,123.3425,24.82,93,21,1.42,PH,2023-04-22
553,mamallapuram,12.6264,80.1722,31.03,77,79,4.85,IN,2023-04-22
554,woodland,38.6785,-121.7733,23.17,38,20,6.69,US,2023-04-22
555,rantauprapat,2.1,99.8333,23.93,96,95,0.81,ID,2023-04-22
556,san pedro de cajas,-11.2511,-75.8617,13.97,42,59,4.32,PE,2023-04-22
557,san andres,12.5847,-81.7006,30.01,66,100,3.6,CO,2023-04-22
558,pokhara,28.2333,83.9833,19.75,33,50,3.33,NP,2023-04-22
559,bodaybo,57.8506,114.1933,-10.69,92,63,1.12,RU,2023-04-22
560,norfolk,42.1668,-71.2495,14.67,67,100,3.09,US,2023-04-22
561,mountain home,43.133,-115.6912,7.71,55,100,5.66,US,2023-04-22
562,wagar,16.1525,36.2032,34.62,14,0,7.03,SD,2023-04-22
563,turukhansk,65.8167,87.9833,-0.37,97,100,6.15,RU,2023-04-22
564,acarau,-2.8856,-40.12,29.82,61,24,5.91,BR,2023-04-22
565,beringovskiy,63.05,179.3167,-8.77,96,53,1.82,RU,2023-04-22
